Employee Number,Job Role,Department,Business Travel,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Total Working Years,Job Level,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance,Relationship Satisfaction,Job Involvement,Training Times Last Year,Over Time
746,Sales Executive,Sales,Travel_Frequently,22,2,11,13,28,4,3,3,4,2,4,3,2,Yes
747,Sales Executive,Sales,Travel_Rarely,8,7,7,7,10,2,4,4,3,2,4,3,2,No
749,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,3,3,3,3,3,6,No
752,Research Scientist,R&D,Travel_Frequently,2,2,2,2,7,1,3,3,3,3,4,4,2,Yes
754,Sales Executive,Sales,Travel_Frequently,2,2,2,2,7,2,3,4,4,3,3,2,5,No
757,Healthcare Representative,R&D,Travel_Rarely,5,1,4,3,10,2,3,3,2,3,4,3,2,No
758,Laboratory Technician,R&D,Travel_Rarely,4,3,0,2,5,1,3,1,2,4,4,3,2,No
760,Human Resources,HR,Travel_Rarely,8,3,3,6,12,2,3,2,3,1,3,4,3,No
762,Healthcare Representative,R&D,Travel_Rarely,10,7,1,1,30,4,3,4,3,2,3,3,1,No
763,Research Scientist,R&D,Travel_Rarely,4,2,2,3,5,1,4,4,4,2,4,2,2,Yes
764,Healthcare Representative,R&D,Travel_Rarely,7,6,0,7,9,2,3,1,4,1,1,2,2,No
766,Sales Representative,Sales,Travel_Rarely,2,2,2,2,2,1,3,2,4,3,4,3,2,No
769,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,19,2,3,4,4,3,4,3,4,No
771,Healthcare Representative,R&D,Non-Travel,1,0,0,0,16,2,3,1,4,4,1,3,2,No
772,Laboratory Technician,R&D,Travel_Frequently,10,8,4,7,10,2,3,4,1,3,4,3,2,No
773,Research Scientist,R&D,Travel_Rarely,1,0,0,1,6,1,3,3,4,1,2,3,0,Yes
775,Manufacturing Director,R&D,Travel_Rarely,0,0,0,0,7,2,3,1,2,3,3,3,3,No
776,Manager,Sales,Travel_Rarely,34,6,1,16,34,4,3,1,3,4,1,2,3,No
780,Research Scientist,R&D,Travel_Rarely,10,9,7,8,10,1,3,4,4,2,3,3,2,Yes
781,Sales Executive,Sales,Travel_Rarely,6,5,1,4,6,2,4,4,3,2,2,3,5,No
783,Sales Representative,Sales,Travel_Rarely,8,7,3,1,9,2,3,3,2,3,1,1,3,No
784,Research Scientist,R&D,Travel_Rarely,2,2,0,2,2,1,3,3,1,3,4,4,3,No
785,Sales Executive,Sales,Travel_Frequently,5,4,1,3,8,2,3,3,2,3,4,4,2,Yes
786,Sales Executive,Sales,Travel_Rarely,6,5,1,4,6,2,4,4,4,3,3,3,5,No
787,Manager,R&D,Travel_Rarely,5,2,1,4,24,5,3,1,4,3,4,3,2,Yes
789,Sales Executive,Sales,Non-Travel,10,7,0,9,10,3,3,1,1,3,2,2,1,No
791,Research Scientist,R&D,Non-Travel,4,3,1,2,5,1,3,4,4,3,1,3,3,No
792,Laboratory Technician,R&D,Travel_Frequently,2,2,2,0,5,1,3,4,1,3,1,1,2,No
793,Healthcare Representative,R&D,Travel_Rarely,8,7,1,1,11,2,3,3,2,2,1,3,3,No
796,Sales Executive,Sales,Travel_Rarely,4,3,1,2,6,2,3,1,4,2,3,2,2,No
797,Research Scientist,R&D,Travel_Rarely,4,2,1,3,10,1,3,4,2,3,3,4,2,No
799,Manufacturing Director,R&D,Travel_Rarely,5,3,1,4,9,2,3,1,4,3,2,3,4,Yes
800,Sales Executive,Sales,Travel_Frequently,4,2,1,1,5,2,3,4,3,3,2,3,3,No
802,Research Scientist,R&D,Travel_Rarely,5,3,4,3,6,1,3,1,4,2,2,3,3,Yes
803,Manufacturing Director,R&D,Travel_Frequently,15,7,4,12,17,2,3,1,1,3,4,4,2,Yes
804,Research Scientist,R&D,Travel_Rarely,6,5,1,3,6,1,3,1,3,3,3,2,3,No
805,Sales Representative,Sales,Travel_Rarely,3,2,0,2,3,1,3,4,1,2,2,3,1,No
806,Laboratory Technician,R&D,Travel_Rarely,2,2,0,2,7,1,4,3,4,3,3,1,2,No
807,Healthcare Representative,R&D,Travel_Frequently,8,7,3,7,8,2,4,2,3,3,4,4,2,No
808,Sales Executive,Sales,Travel_Rarely,3,2,1,2,6,2,3,1,3,3,2,3,1,No
809,Manager,R&D,Travel_Frequently,24,7,14,9,24,5,3,4,2,2,2,3,4,No
811,Laboratory Technician,R&D,Travel_Rarely,0,0,0,0,1,1,4,1,3,3,3,4,2,Yes
812,Laboratory Technician,R&D,Non-Travel,1,0,0,0,1,1,3,2,3,3,3,2,4,No
813,Laboratory Technician,R&D,Travel_Rarely,5,2,1,4,9,2,4,3,4,3,2,3,3,No
815,Research Director,R&D,Travel_Rarely,4,3,0,3,30,4,3,3,3,3,4,3,3,No
816,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,2,3,4,2,1,Yes
817,Research Director,R&D,Travel_Rarely,13,9,3,7,14,3,3,3,3,4,4,3,3,No
819,Sales Executive,Sales,Travel_Rarely,3,2,0,2,6,2,3,1,1,3,3,3,3,No
820,Manager,R&D,Travel_Rarely,26,14,3,0,26,4,3,4,3,2,3,3,3,Yes
823,Manufacturing Director,R&D,Travel_Rarely,9,7,0,5,10,2,3,2,3,3,1,3,2,No
824,Research Scientist,R&D,Travel_Rarely,10,7,0,7,10,1,4,3,3,3,3,4,3,No
825,Research Director,R&D,Travel_Rarely,31,15,13,8,40,5,3,2,4,3,4,3,2,Yes
826,Research Scientist,R&D,Travel_Rarely,2,2,2,2,7,1,3,3,4,3,3,4,0,No
827,Manufacturing Director,R&D,Travel_Rarely,4,3,0,2,8,2,3,4,4,3,4,2,4,Yes
828,Research Scientist,R&D,Travel_Rarely,2,2,2,1,5,1,3,3,3,2,4,3,3,No
829,Human Resources,HR,Travel_Rarely,5,2,0,4,8,1,3,2,3,3,2,3,2,No
830,Manufacturing Director,R&D,Travel_Rarely,14,13,6,8,14,2,3,3,3,3,3,2,3,No
832,Laboratory Technician,R&D,Travel_Frequently,1,0,0,0,10,2,3,3,1,3,4,2,6,No
833,Manufacturing Director,R&D,Travel_Rarely,0,0,0,0,12,2,4,4,3,2,2,2,4,Yes
834,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,3,2,3,4,2,3,No
836,Manufacturing Director,R&D,Travel_Rarely,9,8,7,8,10,2,3,2,2,2,4,3,3,No
837,Healthcare Representative,R&D,Travel_Frequently,4,3,1,2,13,2,3,1,1,2,3,2,3,No
838,Research Scientist,R&D,Travel_Frequently,5,2,1,3,6,1,3,4,3,3,3,2,3,No
840,Sales Executive,Sales,Travel_Rarely,9,8,7,7,9,3,3,4,3,4,1,3,3,No
842,Sales Executive,Sales,Travel_Rarely,9,7,7,3,12,2,3,4,3,2,3,3,3,No
843,Research Director,R&D,Travel_Rarely,4,1,1,0,22,4,4,1,2,3,3,3,3,No
844,Research Director,R&D,Travel_Rarely,9,8,0,8,9,3,3,4,3,3,2,2,3,Yes
845,Manufacturing Director,R&D,Travel_Rarely,8,5,1,6,17,3,4,3,3,4,2,3,3,No
846,Sales Executive,Sales,Travel_Rarely,8,7,7,5,8,2,4,2,2,3,1,3,2,Yes
847,Human Resources,HR,Travel_Rarely,3,2,0,2,4,1,3,4,3,1,3,3,1,No
848,Research Scientist,R&D,Travel_Frequently,8,7,1,7,8,1,3,3,3,3,1,2,2,Yes
850,Research Scientist,R&D,Non-Travel,0,0,0,0,0,1,3,4,4,2,3,3,6,No
851,Manager,Sales,Travel_Rarely,20,6,4,17,29,4,3,3,1,2,3,3,2,No
852,Healthcare Representative,R&D,Travel_Rarely,5,2,2,3,10,2,3,2,4,2,4,3,2,No
854,Research Scientist,R&D,Travel_Rarely,4,3,0,1,6,1,3,1,1,2,3,4,3,No
855,Sales Executive,Sales,Travel_Rarely,9,8,0,8,9,2,4,1,1,3,1,4,5,No
856,Research Scientist,R&D,Travel_Rarely,6,5,1,1,6,1,3,1,3,2,4,2,3,No
857,Sales Executive,Sales,Travel_Rarely,18,14,4,11,18,2,3,4,2,2,4,3,1,Yes
859,Sales Executive,Sales,Travel_Rarely,5,2,0,3,8,2,3,4,2,2,3,3,3,No
861,Research Scientist,R&D,Travel_Frequently,5,4,0,3,10,1,3,4,2,2,2,2,3,No
862,Sales Executive,Sales,Travel_Rarely,5,2,0,4,35,3,3,4,1,3,4,2,3,Yes
864,Sales Executive,Sales,Travel_Rarely,5,4,0,2,18,3,3,1,4,3,3,3,2,Yes
865,Research Scientist,R&D,Travel_Rarely,5,3,1,3,9,2,3,3,3,2,3,4,3,No
867,Manufacturing Director,R&D,Travel_Frequently,9,8,0,0,31,4,4,4,3,3,3,2,3,No
868,Sales Executive,Sales,Travel_Rarely,1,0,0,0,9,2,3,3,4,3,4,2,2,No
869,Human Resources,HR,Travel_Rarely,5,1,0,4,6,1,3,4,2,3,4,2,6,No
872,Manufacturing Director,R&D,Travel_Rarely,2,2,2,2,4,2,4,4,4,1,1,2,2,No
874,Laboratory Technician,R&D,Travel_Rarely,3,2,0,2,10,1,4,4,1,2,3,4,2,Yes
875,Research Scientist,R&D,Travel_Frequently,2,1,2,2,8,1,3,4,2,3,4,3,2,Yes
878,Human Resources,HR,Travel_Rarely,5,4,0,3,6,1,4,1,1,3,3,2,3,No
879,Sales Executive,Sales,Travel_Rarely,5,3,0,3,5,2,3,1,3,3,4,3,3,Yes
880,Manufacturing Director,R&D,Travel_Rarely,17,14,5,15,17,3,4,3,4,3,2,2,2,Yes
881,Research Scientist,R&D,Travel_Frequently,10,2,7,8,10,1,3,2,4,2,1,3,3,Yes
882,Laboratory Technician,R&D,Non-Travel,3,0,0,2,4,1,3,4,4,3,2,3,2,No
885,Sales Executive,Sales,Travel_Rarely,5,2,0,3,5,2,3,1,3,4,1,2,1,No
887,Research Scientist,R&D,Travel_Rarely,4,2,0,2,7,1,3,1,3,3,2,3,2,No
888,Laboratory Technician,R&D,Non-Travel,5,2,3,4,6,1,3,4,1,2,4,2,2,No
889,Sales Executive,Sales,Travel_Frequently,10,8,5,3,10,2,3,2,2,3,4,3,3,No
893,Sales Representative,Sales,Travel_Rarely,2,2,1,2,3,1,3,2,2,3,4,2,3,No
894,Laboratory Technician,R&D,Travel_Rarely,5,3,1,3,17,2,3,4,3,2,2,4,1,Yes
895,Research Scientist,R&D,Travel_Rarely,6,4,0,2,8,1,3,4,4,3,2,3,2,Yes
896,Sales Representative,Sales,Travel_Rarely,3,2,0,2,5,1,3,3,2,3,3,2,3,Yes
897,Sales Executive,Sales,Travel_Rarely,2,0,2,2,28,4,3,4,1,3,3,3,3,No
899,Manufacturing Director,R&D,Travel_Rarely,13,10,4,8,16,3,3,2,4,3,1,2,2,No
900,Sales Representative,Sales,Travel_Frequently,5,4,0,0,10,1,3,4,3,3,2,3,3,No
901,Research Director,R&D,Travel_Rarely,12,9,3,8,33,4,3,4,4,3,3,3,0,No
902,Healthcare Representative,R&D,Travel_Frequently,5,2,2,2,12,2,3,4,4,2,2,3,2,No
903,Sales Executive,Sales,Travel_Rarely,7,6,7,7,8,2,4,4,3,3,1,3,2,Yes
904,Sales Executive,Sales,Non-Travel,10,0,0,9,10,3,3,2,1,3,4,3,2,Yes
905,Manager,R&D,Non-Travel,31,6,14,7,31,4,3,1,1,3,4,3,3,No
909,Human Resources,HR,Travel_Rarely,5,4,0,4,13,2,3,4,4,3,3,2,2,No
910,Human Resources,HR,Travel_Rarely,4,3,0,3,7,1,3,2,4,4,3,3,4,Yes
911,Laboratory Technician,R&D,Travel_Rarely,1,0,0,1,1,1,4,4,1,1,3,3,2,Yes
912,Laboratory Technician,R&D,Travel_Rarely,4,3,0,3,8,1,3,4,1,3,3,2,5,No
913,Research Scientist,R&D,Travel_Rarely,8,7,7,1,8,1,3,1,2,3,4,3,0,Yes
916,Sales Executive,Sales,Travel_Rarely,4,2,0,2,4,2,3,4,1,3,2,3,3,No
918,Laboratory Technician,R&D,Travel_Frequently,1,0,0,0,3,1,3,4,4,2,4,2,3,Yes
920,Manufacturing Director,R&D,Travel_Rarely,1,0,0,0,4,2,4,2,1,4,3,3,2,No
922,Sales Representative,Sales,Travel_Rarely,2,2,0,2,2,1,3,3,3,2,4,2,3,No
923,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,4,4,2,1,3,3,No
924,Healthcare Representative,R&D,Travel_Rarely,16,8,4,11,17,2,3,4,3,2,1,3,2,Yes
925,Sales Representative,Sales,Travel_Rarely,3,2,1,2,3,1,3,4,4,2,1,2,3,Yes
926,Manufacturing Director,R&D,Travel_Rarely,3,2,0,2,4,2,3,3,2,4,1,3,3,Yes
927,Laboratory Technician,R&D,Travel_Rarely,7,7,1,0,10,1,3,4,2,2,3,1,1,Yes
930,Research Scientist,R&D,Travel_Rarely,2,2,2,2,6,1,3,3,3,3,2,3,2,No
932,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,8,1,4,1,4,1,4,3,2,Yes
933,Research Scientist,R&D,Travel_Rarely,1,1,0,0,1,1,3,3,2,3,3,3,2,No
934,Laboratory Technician,R&D,Travel_Rarely,1,0,1,0,1,1,3,2,2,3,2,3,3,No
936,Sales Executive,Sales,Travel_Rarely,5,4,0,3,10,2,3,3,3,3,1,2,6,No
939,Research Scientist,R&D,Travel_Rarely,3,2,0,2,6,1,3,1,3,3,2,2,1,Yes
940,Healthcare Representative,R&D,Travel_Rarely,6,0,0,4,24,3,3,2,3,3,4,2,3,Yes
941,Sales Representative,Sales,Travel_Rarely,7,7,5,2,13,1,3,3,2,4,2,2,2,No
942,Healthcare Representative,R&D,Travel_Rarely,10,6,0,7,10,2,4,4,4,1,4,3,2,Yes
944,Laboratory Technician,R&D,Travel_Rarely,26,9,1,7,29,3,3,2,1,2,3,3,3,No
945,Research Scientist,R&D,Travel_Rarely,0,0,0,0,13,1,3,3,4,2,1,3,2,No
947,Sales Executive,Sales,Non-Travel,9,8,0,0,9,2,3,3,4,2,4,3,2,No
949,Research Scientist,R&D,Travel_Rarely,6,2,0,1,8,1,3,4,2,3,3,3,6,No
950,Research Director,R&D,Travel_Rarely,15,12,5,11,15,3,3,1,4,3,2,3,3,No
951,Laboratory Technician,R&D,Non-Travel,3,0,0,2,5,1,4,2,3,3,3,2,3,No
952,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,2,3,3,3,2,2,Yes
954,Sales Executive,Sales,Travel_Rarely,1,0,0,0,11,3,3,2,1,2,2,2,2,No
956,Sales Executive,Sales,Travel_Frequently,7,7,0,7,7,2,3,1,3,3,2,2,2,No
957,Laboratory Technician,R&D,Travel_Rarely,18,13,2,17,20,1,3,1,4,3,3,3,3,Yes
958,Laboratory Technician,R&D,Travel_Rarely,11,8,3,9,16,1,4,3,3,3,3,3,6,No
959,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,3,2,4,4,2,2,3,Yes
960,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,1,3,2,3,2,No
961,Healthcare Representative,R&D,Travel_Rarely,9,7,8,5,10,2,3,4,4,1,3,3,2,Yes
964,Research Scientist,R&D,Travel_Frequently,1,1,0,0,3,1,3,2,4,3,4,3,2,Yes
966,Manufacturing Director,R&D,Travel_Rarely,8,7,6,3,8,2,3,1,3,4,3,3,2,No
967,Sales Executive,Sales,Travel_Rarely,16,7,3,7,16,3,3,4,3,3,1,2,6,Yes
969,Healthcare Representative,R&D,Travel_Rarely,5,0,1,4,6,2,3,4,2,3,1,2,3,No
970,Sales Executive,Sales,Travel_Rarely,14,1,11,7,17,3,3,3,1,1,3,2,2,No
972,Laboratory Technician,R&D,Non-Travel,9,7,0,8,9,2,3,2,3,2,2,3,5,No
974,Sales Representative,Sales,Travel_Frequently,3,1,0,2,3,1,3,4,3,3,2,3,5,No
975,Sales Executive,Sales,Travel_Rarely,5,2,1,0,5,2,3,3,3,3,2,3,3,No
976,Manager,R&D,Travel_Rarely,9,8,7,8,26,4,3,4,4,2,2,3,2,No
977,Research Scientist,R&D,Travel_Rarely,1,0,0,0,7,1,4,3,4,3,1,3,4,No
981,Manager,Sales,Travel_Rarely,17,13,15,2,22,4,3,3,3,4,3,3,3,No
982,Sales Executive,Sales,Travel_Rarely,8,4,7,7,10,3,3,3,3,4,1,3,2,No
983,Sales Executive,Sales,Non-Travel,5,3,1,3,6,2,3,4,3,3,2,3,1,Yes
984,Sales Executive,Sales,Travel_Rarely,10,9,0,8,12,3,3,4,4,3,2,3,2,No
985,Sales Executive,Sales,Travel_Rarely,8,7,0,7,9,3,3,3,1,3,4,4,3,No
986,Sales Executive,Sales,Non-Travel,1,0,0,0,22,4,3,2,2,2,4,4,2,Yes
987,Manufacturing Director,R&D,Travel_Frequently,19,10,2,7,20,2,3,3,3,4,3,4,3,Yes
990,Sales Executive,Sales,Non-Travel,7,7,0,7,12,2,3,4,1,3,4,3,3,No
991,Research Scientist,R&D,Non-Travel,3,2,1,2,4,1,4,1,3,3,1,2,0,Yes
992,Manager,Sales,Non-Travel,10,8,6,0,10,4,3,3,4,3,4,3,2,No
994,Research Scientist,R&D,Travel_Rarely,0,0,0,0,3,1,4,1,4,3,3,2,5,Yes
995,Research Scientist,R&D,Travel_Rarely,3,2,0,2,5,1,3,4,2,3,1,3,4,No
996,Laboratory Technician,R&D,Travel_Rarely,5,3,0,2,8,1,3,4,4,3,4,3,2,No
997,Research Director,R&D,Travel_Rarely,5,4,1,3,32,4,4,4,4,2,3,3,1,No
998,Healthcare Representative,R&D,Travel_Frequently,6,5,1,2,6,2,3,2,3,3,1,4,2,Yes
999,Research Director,R&D,Travel_Frequently,18,16,0,11,21,5,3,3,1,4,2,3,2,No
1001,Laboratory Technician,R&D,Travel_Rarely,2,2,2,2,4,1,3,2,3,3,2,3,2,No
1002,Laboratory Technician,R&D,Non-Travel,9,8,0,8,9,2,3,1,4,3,3,3,2,Yes
1003,Sales Executive,Sales,Travel_Rarely,9,0,0,7,9,2,3,4,4,3,3,3,0,Yes
1004,Research Scientist,R&D,Travel_Rarely,5,2,0,1,7,1,3,3,1,3,2,3,2,Yes
1005,Manufacturing Director,R&D,Travel_Rarely,12,11,1,5,22,4,3,3,4,3,4,3,2,Yes
1006,Research Scientist,R&D,Travel_Frequently,2,1,0,2,3,1,3,3,3,2,2,3,0,No
1007,Manufacturing Director,R&D,Travel_Rarely,8,7,0,7,13,3,3,3,4,3,2,3,3,No
1009,Manufacturing Director,R&D,Travel_Rarely,4,2,3,2,5,2,3,3,4,3,2,2,6,No
1010,Laboratory Technician,R&D,Travel_Rarely,4,2,0,2,5,1,4,2,3,1,4,2,2,Yes
1011,Manufacturing Director,R&D,Travel_Frequently,4,3,0,3,4,2,3,1,3,3,3,3,1,No
1012,Research Scientist,R&D,Non-Travel,0,0,0,0,0,1,3,4,2,3,4,3,2,No
1013,Manufacturing Director,R&D,Travel_Rarely,10,7,0,8,22,3,3,3,3,3,3,3,2,No
1014,Healthcare Representative,R&D,Travel_Rarely,16,10,10,1,16,3,3,3,3,2,3,3,3,Yes
1015,Research Director,R&D,Travel_Rarely,8,7,1,7,9,3,3,1,2,2,3,4,4,Yes
1016,Research Scientist,R&D,Travel_Rarely,1,0,0,0,1,1,3,1,4,3,1,2,2,Yes
1017,Laboratory Technician,R&D,Travel_Frequently,3,2,1,2,4,1,3,2,2,3,1,3,3,No
1018,Manufacturing Director,R&D,Travel_Rarely,8,7,1,3,8,2,3,4,4,3,2,4,2,No
1019,Laboratory Technician,R&D,Travel_Rarely,4,3,1,1,4,1,3,1,2,2,1,1,3,No
1022,Healthcare Representative,R&D,Travel_Rarely,2,2,2,2,19,2,3,3,1,3,4,2,0,No
1024,Healthcare Representative,R&D,Travel_Rarely,15,11,4,8,27,3,3,3,3,3,2,2,3,No
1025,Manufacturing Director,R&D,Travel_Rarely,2,2,2,1,8,2,3,3,4,3,2,3,6,No
1026,Manufacturing Director,R&D,Travel_Rarely,21,6,11,8,21,4,3,4,4,3,3,2,3,No
1027,Manufacturing Director,R&D,Travel_Rarely,3,2,2,2,4,2,3,4,1,3,2,3,2,No
1028,Laboratory Technician,R&D,Travel_Rarely,3,2,1,2,3,1,4,4,2,2,1,3,4,No
1029,Manager,Sales,Travel_Rarely,1,0,0,0,21,5,3,3,4,4,2,3,3,No
1030,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,8,1,3,4,1,3,2,3,5,No
1032,Manufacturing Director,R&D,Travel_Rarely,5,3,4,3,30,4,3,4,3,3,1,2,4,Yes
1033,Healthcare Representative,R&D,Travel_Rarely,1,0,0,0,15,2,3,2,1,1,1,1,2,No
1034,Healthcare Representative,R&D,Travel_Frequently,8,7,6,7,17,2,3,2,3,3,4,3,3,Yes
1035,Research Director,R&D,Non-Travel,21,16,5,10,21,5,4,3,2,3,2,1,3,No
1036,Sales Executive,Sales,Travel_Rarely,1,0,0,0,19,2,3,4,2,3,3,3,1,Yes
1037,Sales Executive,Sales,Non-Travel,2,2,2,2,7,2,3,1,2,3,4,1,6,No
1038,Manager,Sales,Travel_Rarely,32,14,6,9,33,5,3,4,1,3,4,1,3,No
1039,Sales Executive,Sales,Travel_Rarely,12,11,11,11,23,4,3,4,4,3,3,4,2,Yes
1040,Sales Executive,Sales,Non-Travel,18,7,0,13,19,2,3,3,4,3,1,3,3,No
1042,Laboratory Technician,R&D,Travel_Rarely,17,13,15,14,18,1,3,1,3,3,3,4,1,No
1043,Manufacturing Director,R&D,Travel_Frequently,21,6,2,8,21,3,3,1,4,3,3,3,2,Yes
1044,Sales Representative,Sales,Non-Travel,2,2,2,2,3,1,3,4,2,2,4,2,2,No
1045,Manager,Sales,Travel_Rarely,9,3,1,1,26,4,3,4,4,4,2,3,4,No
1046,Laboratory Technician,R&D,Non-Travel,8,7,7,7,10,1,3,3,4,3,2,3,2,No
1047,Sales Executive,Sales,Travel_Rarely,15,1,0,9,16,2,3,4,2,2,4,4,2,No
1048,Manager,Sales,Travel_Rarely,6,4,0,4,14,3,3,4,2,1,3,3,1,Yes
1049,Human Resources,HR,Travel_Rarely,6,3,0,4,6,1,3,2,2,3,1,3,3,No
1050,Sales Executive,Sales,Travel_Frequently,15,7,6,12,30,3,3,2,3,3,1,2,2,No
1052,Laboratory Technician,R&D,Travel_Rarely,1,0,0,0,9,2,3,3,1,2,2,3,3,No
1053,Research Scientist,R&D,Travel_Frequently,3,2,1,2,6,1,3,1,1,3,2,3,2,Yes
1055,Sales Representative,Sales,Travel_Rarely,1,1,0,0,1,1,3,3,3,3,4,3,2,Yes
1056,Sales Representative,Sales,Travel_Rarely,1,0,0,0,1,1,4,2,4,3,2,3,5,No
1060,Research Scientist,R&D,Travel_Frequently,2,2,2,2,8,1,3,3,3,3,1,3,2,No
1061,Research Director,R&D,Travel_Rarely,8,1,7,7,29,5,3,3,2,2,4,3,2,Yes
1062,Healthcare Representative,R&D,Travel_Rarely,4,3,0,1,8,2,3,2,4,2,1,3,3,No
1066,Sales Executive,Sales,Travel_Rarely,7,7,7,5,8,2,3,1,3,2,2,3,3,No
1068,Research Scientist,R&D,Travel_Frequently,5,3,1,3,5,1,3,3,1,3,3,2,5,No
1069,Research Director,R&D,Travel_Rarely,2,2,2,2,23,5,3,4,4,3,4,3,0,No
1070,Sales Executive,Sales,Travel_Rarely,9,4,7,0,13,3,3,3,3,3,2,2,4,No
1071,Research Scientist,R&D,Travel_Frequently,5,4,0,3,18,1,3,3,1,3,2,3,4,No
1073,Manufacturing Director,R&D,Travel_Rarely,14,8,7,8,15,3,3,4,4,2,2,2,2,No
1074,Manager,R&D,Non-Travel,9,7,6,2,31,4,3,1,3,4,2,2,3,No
1076,Sales Executive,Sales,Travel_Rarely,1,0,0,0,18,3,3,4,3,3,3,2,5,No
1077,Sales Representative,Sales,Travel_Frequently,2,2,0,2,2,1,3,4,4,3,2,3,3,Yes
1079,Laboratory Technician,R&D,Travel_Rarely,1,0,1,0,1,1,3,1,3,2,1,2,6,No
1080,Research Scientist,R&D,Travel_Rarely,16,13,1,7,19,2,4,1,4,3,1,2,2,Yes
1081,Research Scientist,R&D,Travel_Rarely,10,0,2,7,18,1,3,3,1,4,3,3,2,Yes
1082,Healthcare Representative,R&D,Non-Travel,10,7,1,9,10,3,3,1,2,2,1,2,2,No
1083,Laboratory Technician,R&D,Travel_Rarely,5,3,1,3,6,1,3,1,1,3,1,2,2,No
1084,Manufacturing Director,R&D,Travel_Rarely,6,2,0,2,7,2,3,1,3,2,3,3,1,No
1085,Research Scientist,R&D,Travel_Rarely,10,6,0,8,10,1,3,3,2,3,3,4,3,No
1088,Healthcare Representative,R&D,Travel_Rarely,19,9,1,9,20,3,3,3,3,2,1,2,4,No
1092,Healthcare Representative,R&D,Travel_Rarely,11,10,11,1,14,3,4,4,1,3,4,3,6,No
1094,Laboratory Technician,R&D,Non-Travel,3,2,1,2,3,1,3,3,1,3,4,1,4,No
1096,Manufacturing Director,R&D,Travel_Frequently,3,2,1,2,23,3,3,2,4,3,2,3,4,No
1097,Research Scientist,R&D,Travel_Rarely,8,7,1,7,10,2,3,3,3,4,4,3,4,No
1098,Human Resources,HR,Travel_Rarely,20,6,3,6,24,3,3,1,2,3,4,2,1,No
1099,Healthcare Representative,R&D,Travel_Rarely,3,2,1,2,9,3,3,4,4,3,3,2,2,No
1100,Sales Executive,Sales,Travel_Rarely,8,7,4,7,9,3,4,1,4,3,1,3,2,Yes
1101,Research Scientist,R&D,Travel_Frequently,13,7,3,8,14,2,4,3,1,3,2,2,4,No
1102,Laboratory Technician,R&D,Travel_Rarely,4,2,2,2,4,1,3,3,1,2,4,3,5,No
1103,Healthcare Representative,R&D,Travel_Frequently,6,2,0,4,7,2,3,4,1,2,3,3,1,No
1105,Sales Executive,Sales,Travel_Rarely,1,0,0,0,8,2,3,4,4,3,3,2,5,Yes
1106,Laboratory Technician,R&D,Travel_Rarely,7,7,5,6,7,1,3,4,4,4,2,3,3,Yes
1107,Laboratory Technician,R&D,Travel_Rarely,1,1,0,0,1,1,4,3,1,2,3,3,0,No
1108,Research Scientist,R&D,Travel_Rarely,2,2,2,2,5,1,4,2,1,3,2,2,0,Yes
1109,Manager,R&D,Travel_Rarely,22,6,13,7,23,4,3,1,4,3,4,3,3,No
1111,Laboratory Technician,R&D,Travel_Frequently,1,0,0,0,1,1,3,2,1,3,1,2,2,No
1113,Sales Executive,Sales,Travel_Frequently,0,0,0,0,5,2,3,3,4,3,4,3,4,Yes
1114,Sales Executive,Sales,Travel_Frequently,3,2,0,2,4,2,3,2,4,3,3,3,3,No
1115,Research Scientist,R&D,Non-Travel,0,0,0,0,6,1,3,4,3,3,4,2,2,No
1116,Manager,R&D,Non-Travel,5,4,2,1,27,4,4,4,1,2,3,4,3,No
1117,Sales Executive,Sales,Non-Travel,15,10,4,12,15,2,3,3,2,3,4,2,2,No
1118,Healthcare Representative,R&D,Travel_Rarely,8,6,4,0,18,3,3,2,2,3,4,3,4,No
1119,Sales Executive,Sales,Travel_Rarely,8,7,2,7,9,3,3,3,3,3,2,2,2,Yes
1120,Research Scientist,R&D,Travel_Rarely,7,5,1,7,11,1,4,4,3,3,1,3,1,No
1121,Manufacturing Director,R&D,Travel_Rarely,9,7,1,7,10,3,3,2,4,2,2,3,3,No
1124,Manager,Sales,Travel_Rarely,12,9,4,9,23,4,3,3,1,3,4,3,3,No
1125,Sales Executive,Sales,Travel_Rarely,1,0,0,0,10,3,3,2,4,3,3,3,2,No
1126,Manufacturing Director,R&D,Travel_Frequently,8,7,0,1,18,3,3,1,3,3,3,3,1,No
1127,Healthcare Representative,R&D,Travel_Frequently,18,7,11,5,21,4,3,4,1,3,4,3,4,No
1128,Research Director,R&D,Travel_Rarely,20,7,4,9,21,5,3,3,3,4,1,2,2,No
