Job Role,Employee Number,Years In Current Role,Department,Years At Company,Job Involvement,Business Travel,Monthly Income,Job Level,Total Working Years,Daily Rate,Hourly Rate,Monthly Rate,Percent Salary Hike,Num Companies Worked,Stock Option Level,Standard Hours,Training Times Last Year,Years Since Last Promotion,Years With Curr Manager
Research Scientist,657,0,R&D,1,2,Travel_Rarely,2836,1,1,959,83,11757,13,1,0,80,0,0,0
Healthcare Representative,659,2,R&D,10,3,Travel_Rarely,4089,2,10,622,81,5718,13,1,2,80,4,2,2
Research Director,661,0,R&D,1,2,Travel_Rarely,16627,4,21,782,50,2671,14,4,1,80,3,0,0
Research Scientist,662,0,R&D,0,3,Travel_Rarely,2619,1,8,362,43,14561,17,3,0,80,3,0,0
Laboratory Technician,663,7,R&D,8,3,Travel_Frequently,5679,2,10,1001,72,19627,13,3,1,80,3,4,7
Manager,664,2,R&D,3,2,Travel_Rarely,15402,4,21,1236,40,17997,11,7,1,80,3,0,2
Human Resources,665,2,HR,2,2,Travel_Rarely,5985,2,10,1112,50,26894,11,4,0,80,1,0,2
Sales Representative,666,2,Sales,8,3,Travel_Rarely,2579,1,8,204,31,2912,18,1,2,80,3,0,6
Sales Representative,667,3,Sales,4,3,Travel_Rarely,3041,1,5,1420,85,16346,11,0,1,80,3,0,2
Sales Representative,669,2,Sales,3,3,Travel_Rarely,3447,1,3,1343,49,24444,11,1,0,80,2,1,2
Manager,671,2,R&D,2,3,Travel_Rarely,19513,5,26,1315,35,9358,12,4,1,80,2,0,1
Research Scientist,675,2,R&D,2,3,Travel_Rarely,2773,1,3,604,69,12145,20,0,0,80,3,2,2
Sales Executive,677,0,Sales,5,3,Travel_Rarely,7104,2,6,1216,39,20431,12,0,0,80,3,1,2
Research Scientist,679,4,R&D,6,3,Travel_Rarely,6322,2,6,646,92,18089,12,1,1,80,2,0,5
Research Scientist,680,0,R&D,1,3,Travel_Frequently,2083,1,1,160,71,22653,20,1,1,80,2,0,0
Sales Executive,682,7,Sales,14,3,Travel_Rarely,8381,2,18,238,34,7507,20,7,0,80,2,8,10
Research Scientist,683,9,R&D,10,3,Travel_Rarely,2691,1,10,1397,42,7660,12,1,1,80,4,8,8
Sales Executive,684,1,Sales,1,3,Travel_Frequently,4286,2,5,306,100,5630,14,2,2,80,4,0,0
Laboratory Technician,686,2,R&D,3,3,Travel_Rarely,2659,1,3,991,71,17759,13,1,1,80,2,0,2
Manufacturing Director,689,7,R&D,10,3,Travel_Rarely,9434,3,10,482,36,9606,15,1,1,80,2,7,8
Sales Executive,690,0,Sales,6,3,Travel_Rarely,5561,2,6,1176,62,3487,14,1,1,80,5,1,2
Research Scientist,691,11,R&D,17,1,Travel_Rarely,6646,2,17,1017,82,19368,13,1,0,80,3,11,8
Healthcare Representative,692,11,R&D,13,3,Travel_Frequently,7725,2,15,1296,30,5335,23,3,1,80,2,4,7
Human Resources,698,7,HR,9,3,Travel_Rarely,10725,3,16,397,88,6729,15,2,1,80,1,7,1
Manufacturing Director,699,2,R&D,3,2,Travel_Rarely,8847,2,13,913,48,13934,11,2,1,80,2,0,2
Research Scientist,700,2,R&D,4,2,Travel_Rarely,2045,1,5,1115,54,15174,13,0,0,80,0,1,1
Research Scientist,701,0,R&D,1,3,Travel_Rarely,1009,1,1,1362,32,26999,11,1,0,80,5,1,1
Research Scientist,702,8,R&D,10,3,Travel_Frequently,3348,1,10,1076,70,3164,11,1,0,80,3,9,7
Laboratory Technician,704,0,R&D,1,2,Non-Travel,1281,1,1,727,41,16900,18,1,2,80,3,0,0
Research Scientist,705,2,R&D,3,4,Travel_Rarely,2819,1,5,885,58,8544,16,2,1,80,3,0,2
Sales Executive,707,2,Sales,3,4,Travel_Rarely,4851,2,4,810,57,15678,22,0,1,80,4,1,2
Sales Executive,709,7,Sales,7,2,Travel_Rarely,4028,2,8,243,46,7791,20,0,0,80,2,0,5
Research Scientist,710,7,R&D,10,1,Travel_Frequently,2720,1,10,806,76,18959,18,1,1,80,5,2,8
Sales Executive,712,2,Sales,2,4,Travel_Rarely,8120,2,12,817,56,18597,12,3,0,80,3,2,2
Sales Executive,714,5,Sales,6,4,Travel_Frequently,4647,2,6,1410,71,16673,20,1,2,80,3,0,4
Research Scientist,715,0,R&D,1,4,Travel_Rarely,4680,1,4,1225,80,15232,17,3,0,80,2,0,0
Laboratory Technician,716,8,R&D,20,4,Travel_Rarely,3221,1,20,1207,74,3297,11,1,3,80,3,3,8
Healthcare Representative,717,7,R&D,8,2,Travel_Rarely,8621,3,9,1442,46,17654,14,1,0,80,3,7,7
Sales Executive,720,2,Sales,2,3,Travel_Rarely,4577,2,4,693,65,24785,14,9,0,80,3,2,0
Healthcare Representative,721,7,R&D,20,2,Travel_Rarely,4553,2,20,408,80,20978,11,1,0,80,4,11,10
Sales Executive,722,7,Sales,10,3,Travel_Rarely,5396,2,10,929,55,21703,12,1,0,80,2,0,8
Sales Executive,723,3,Sales,4,3,Travel_Frequently,6796,2,18,562,50,23452,14,3,1,80,4,1,3
Healthcare Representative,724,7,R&D,9,4,Travel_Rarely,7625,2,10,827,33,19383,13,0,0,80,4,1,8
Manufacturing Director,725,7,R&D,9,3,Travel_Rarely,7412,3,9,608,68,6009,11,1,0,80,3,0,7
Research Director,727,7,R&D,7,3,Travel_Rarely,11159,3,10,1018,39,19373,15,3,0,80,6,7,7
Sales Executive,728,7,Sales,7,3,Travel_Rarely,4960,2,20,703,42,11825,12,2,0,80,2,1,7
Sales Executive,729,13,Sales,18,2,Travel_Frequently,10475,3,20,580,48,23772,21,5,1,80,2,1,12
Research Director,730,1,R&D,5,4,Travel_Rarely,14814,4,32,970,59,13514,19,3,0,80,3,1,3
Manager,731,6,HR,21,2,Travel_Rarely,19141,5,23,427,73,8861,15,3,3,80,2,12,6
Sales Executive,732,2,Sales,2,3,Travel_Rarely,5405,2,10,1179,84,11924,14,8,0,80,1,2,2
Manufacturing Director,733,7,R&D,9,3,Travel_Frequently,8793,3,9,294,32,4809,21,1,2,80,4,1,7
Manager,734,7,HR,22,2,Travel_Rarely,19189,5,22,314,59,19562,12,1,1,80,3,2,10
Sales Representative,738,2,Sales,2,3,Travel_Rarely,3875,1,4,316,54,9983,15,7,1,80,2,2,2
Research Scientist,741,7,R&D,7,1,Travel_Rarely,2216,1,10,654,67,3872,13,7,0,80,4,3,7
Research Director,742,7,R&D,8,4,Non-Travel,11713,3,10,427,63,20335,14,9,1,80,2,0,5
Manufacturing Director,743,0,R&D,1,3,Travel_Rarely,7861,3,10,168,81,15397,14,4,0,80,4,0,0
Laboratory Technician,744,2,R&D,5,1,Non-Travel,3708,1,9,381,49,2104,14,2,0,80,5,1,4
Sales Executive,746,2,Sales,22,3,Travel_Frequently,13770,4,28,217,49,10225,12,9,2,80,2,11,13
Sales Executive,747,7,Sales,8,3,Travel_Rarely,5304,2,10,501,99,25275,23,7,1,80,2,7,7
Sales Representative,749,0,Sales,1,3,Travel_Rarely,2642,1,1,1396,99,2755,11,1,0,80,6,0,0
Research Scientist,752,2,R&D,2,4,Travel_Frequently,2759,1,7,933,57,20366,12,6,0,80,2,2,2
Sales Executive,754,2,Sales,2,2,Travel_Frequently,6804,2,7,775,47,23683,18,3,1,80,5,2,2
Healthcare Representative,757,1,R&D,5,3,Travel_Rarely,6142,2,10,970,96,7360,11,3,0,80,2,4,3
Laboratory Technician,758,3,R&D,4,3,Travel_Rarely,2500,1,5,650,37,4344,14,1,1,80,2,0,2
Human Resources,760,3,HR,8,4,Travel_Rarely,6389,2,12,141,44,18767,15,9,1,80,3,3,6
Healthcare Representative,762,7,R&D,10,3,Travel_Rarely,11103,4,30,832,81,20420,11,7,0,80,1,1,1
Research Scientist,763,2,R&D,4,2,Travel_Rarely,2342,1,5,804,86,22929,20,0,0,80,2,2,3
Healthcare Representative,764,6,R&D,7,2,Travel_Rarely,6811,2,9,975,55,23398,19,8,0,80,2,0,7
Sales Representative,766,2,Sales,2,3,Travel_Rarely,2297,1,2,1090,83,17967,14,1,2,80,2,2,2
Laboratory Technician,769,2,R&D,2,3,Travel_Rarely,2450,2,19,346,86,10919,17,2,0,80,4,2,2
Healthcare Representative,771,0,R&D,1,3,Non-Travel,5093,2,16,1225,61,4761,11,2,1,80,2,0,0
Laboratory Technician,772,8,R&D,10,3,Travel_Frequently,5309,2,10,430,80,21146,15,1,2,80,2,4,7
Research Scientist,773,0,R&D,1,3,Travel_Rarely,3057,1,6,268,92,20471,13,6,1,80,0,0,1
Manufacturing Director,775,0,R&D,0,3,Travel_Rarely,5121,2,7,167,32,4187,14,3,1,80,3,0,0
Manager,776,6,Sales,34,2,Travel_Rarely,16856,4,34,621,31,10084,11,1,0,80,3,1,16
Research Scientist,780,9,R&D,10,3,Travel_Rarely,2686,1,10,527,63,5207,13,1,0,80,2,7,8
Sales Executive,781,5,Sales,6,3,Travel_Rarely,6180,2,6,883,32,22807,23,1,0,80,5,1,4
Sales Representative,783,7,Sales,8,1,Travel_Rarely,6632,2,9,954,46,12388,13,0,0,80,3,3,1
Research Scientist,784,2,R&D,2,4,Travel_Rarely,3505,1,2,310,79,19630,18,1,0,80,3,0,2
Sales Executive,785,4,Sales,5,4,Travel_Frequently,6397,2,8,719,77,10339,12,4,0,80,2,1,3
Sales Executive,786,5,Sales,6,3,Travel_Rarely,6274,2,6,304,60,18686,22,1,0,80,5,1,4
Manager,787,2,R&D,5,3,Travel_Rarely,19859,5,24,725,78,21199,13,5,1,80,2,1,4
Sales Executive,789,7,Sales,10,2,Non-Travel,7587,3,10,1434,76,14229,15,1,0,80,1,0,9
Research Scientist,791,3,R&D,4,3,Non-Travel,4258,1,5,715,41,26589,18,0,1,80,3,1,2
Laboratory Technician,792,2,R&D,2,1,Travel_Frequently,4364,1,5,575,71,5288,14,3,1,80,2,2,0
Healthcare Representative,793,7,R&D,8,3,Travel_Rarely,4335,2,11,657,66,25549,12,4,1,80,3,1,1
Sales Executive,796,3,Sales,4,2,Travel_Rarely,5326,2,6,1146,38,3064,17,6,0,80,2,1,2
Research Scientist,797,2,R&D,4,4,Travel_Rarely,3280,1,10,182,72,13551,16,2,0,80,2,1,3
Manufacturing Director,799,3,R&D,5,3,Travel_Rarely,5485,2,9,376,95,22670,11,9,2,80,4,1,4
Sales Executive,800,2,Sales,4,3,Travel_Frequently,4342,2,5,829,84,24008,19,0,1,80,3,1,1
Research Scientist,802,3,R&D,5,3,Travel_Rarely,2782,1,6,571,82,19905,13,0,2,80,3,4,3
Manufacturing Director,803,7,R&D,15,4,Travel_Frequently,5980,2,17,240,75,26085,12,6,0,80,2,4,12
Research Scientist,804,5,R&D,6,2,Travel_Rarely,4381,1,6,121,86,7530,11,1,0,80,3,1,3
Sales Representative,805,2,Sales,3,3,Travel_Rarely,2572,1,3,384,72,20317,16,1,1,80,1,0,2
Laboratory Technician,806,2,R&D,2,1,Travel_Rarely,3833,1,7,921,38,24375,21,3,2,80,2,0,2
Healthcare Representative,807,7,R&D,8,4,Travel_Frequently,4244,2,8,791,38,9931,24,1,1,80,2,3,7
Sales Executive,808,2,Sales,3,3,Travel_Rarely,6500,2,6,1111,93,13305,17,5,1,80,1,1,2
Manager,809,7,R&D,24,3,Travel_Frequently,18430,5,24,570,66,16225,13,1,1,80,4,14,9
Laboratory Technician,811,0,R&D,0,4,Travel_Rarely,1601,1,1,1243,63,3445,21,1,2,80,2,0,0
Laboratory Technician,812,0,R&D,1,2,Non-Travel,2694,1,1,1092,60,26551,11,1,3,80,4,0,0
Laboratory Technician,813,2,R&D,5,3,Travel_Rarely,3149,2,9,1325,82,21821,20,8,1,80,3,1,4
Research Director,815,3,R&D,4,3,Travel_Rarely,17639,4,30,691,64,6881,16,5,0,80,3,0,3
Laboratory Technician,816,0,R&D,1,2,Travel_Rarely,2319,1,1,805,36,6689,11,1,1,80,1,0,0
Research Director,817,9,R&D,13,3,Travel_Rarely,11691,3,14,213,49,25995,11,0,0,80,3,3,7
Sales Executive,819,2,Sales,3,3,Travel_Rarely,5324,2,6,118,69,26507,15,5,0,80,3,0,2
Manager,820,14,R&D,26,3,Travel_Rarely,16752,4,26,202,33,12982,11,1,1,80,3,3,0
Manufacturing Director,823,7,R&D,9,3,Travel_Rarely,5228,2,10,676,35,23361,15,0,1,80,2,0,5
Research Scientist,824,7,R&D,10,4,Travel_Rarely,2700,1,10,1252,81,23779,24,1,1,80,3,0,7
Research Director,825,15,R&D,31,3,Travel_Rarely,19246,5,40,286,31,25761,12,7,0,80,2,13,8
Research Scientist,826,2,R&D,2,4,Travel_Rarely,2506,1,7,1258,40,13301,13,3,0,80,0,2,2
Manufacturing Director,827,3,R&D,4,2,Travel_Rarely,6062,2,8,932,43,4051,13,9,1,80,4,0,2
Research Scientist,828,2,R&D,2,3,Travel_Rarely,4382,1,5,890,46,16374,17,6,0,80,3,2,1
Human Resources,829,2,HR,5,3,Travel_Rarely,2143,1,8,1041,36,25527,13,4,1,80,2,0,4
Manufacturing Director,830,13,R&D,14,2,Travel_Rarely,6162,2,14,859,98,19124,12,1,1,80,3,6,8
Laboratory Technician,832,0,R&D,1,2,Travel_Frequently,5094,2,10,720,51,11983,14,6,0,80,6,0,0
Manufacturing Director,833,0,R&D,0,2,Travel_Rarely,6877,2,12,946,52,20234,24,5,0,80,4,0,0
Research Scientist,834,0,R&D,1,2,Travel_Rarely,2274,1,1,252,95,6153,14,1,0,80,3,0,0
Manufacturing Director,836,8,R&D,9,3,Travel_Rarely,4434,2,10,933,98,11806,13,1,1,80,3,7,8
Healthcare Representative,837,3,R&D,4,2,Travel_Frequently,6288,2,13,471,45,4284,15,2,1,80,3,1,2
Research Scientist,838,2,R&D,5,2,Travel_Frequently,2553,1,6,702,100,8306,16,1,0,80,3,1,3
Sales Executive,840,8,Sales,9,3,Travel_Rarely,7654,3,9,1184,43,5860,18,1,2,80,3,7,7
Sales Executive,842,7,Sales,9,3,Travel_Rarely,5160,2,12,436,37,21519,16,4,0,80,3,7,3
Research Director,843,1,R&D,4,3,Travel_Rarely,17159,4,22,589,94,5200,24,6,1,80,3,1,0
Research Director,844,8,R&D,9,2,Travel_Rarely,12808,3,9,269,42,8842,16,1,1,80,3,0,8
Manufacturing Director,845,5,R&D,8,3,Travel_Rarely,10221,3,17,950,59,18869,21,3,0,80,3,1,6
Sales Executive,846,7,Sales,8,3,Travel_Rarely,4779,2,8,760,81,3698,20,1,0,80,2,7,5
Human Resources,847,2,HR,3,3,Travel_Rarely,3737,1,4,829,88,2243,19,0,1,80,1,0,2
Research Scientist,848,7,R&D,8,2,Travel_Frequently,2366,1,8,887,88,20898,14,1,1,80,2,1,7
Research Scientist,850,0,R&D,0,3,Non-Travel,1706,1,0,443,50,16571,11,1,3,80,6,0,0
Manager,851,6,Sales,20,3,Travel_Rarely,16307,4,29,1318,66,5594,14,2,1,80,2,4,17
Healthcare Representative,852,2,R&D,5,3,Travel_Rarely,5933,2,10,625,50,5197,12,9,0,80,2,2,3
Research Scientist,854,3,R&D,4,4,Travel_Rarely,3424,1,6,180,65,21632,13,7,0,80,3,0,1
Sales Executive,855,8,Sales,9,4,Travel_Rarely,4037,2,9,586,48,21816,22,1,1,80,5,0,8
Research Scientist,856,5,R&D,6,2,Travel_Rarely,2559,1,6,1343,53,17852,11,1,0,80,3,1,1
Sales Executive,857,14,Sales,18,3,Travel_Rarely,6201,2,18,928,56,2823,14,1,1,80,1,4,11
Sales Executive,859,2,Sales,5,3,Travel_Rarely,4403,2,8,117,73,9250,11,2,1,80,3,0,3
Research Scientist,861,4,R&D,5,2,Travel_Frequently,3761,1,10,1012,75,2373,12,9,1,80,3,0,3
Sales Executive,862,2,Sales,5,2,Travel_Rarely,10934,3,35,661,78,20715,18,7,1,80,3,0,4
Sales Executive,864,4,Sales,5,3,Travel_Rarely,10761,3,18,930,74,19239,12,4,1,80,2,0,2
Research Scientist,865,3,R&D,5,4,Travel_Rarely,5175,2,9,638,91,22162,12,5,1,80,3,1,3
Manufacturing Director,867,8,R&D,9,2,Travel_Frequently,13826,4,31,890,81,19028,22,3,0,80,3,0,0
Sales Executive,868,0,Sales,1,2,Travel_Rarely,6334,2,9,342,66,24558,19,4,2,80,2,0,0
Human Resources,869,1,HR,5,2,Travel_Rarely,4936,1,6,1169,63,23965,13,1,1,80,6,0,4
Manufacturing Director,872,2,R&D,2,2,Travel_Rarely,4775,2,4,1230,33,19146,22,6,2,80,2,2,2
Laboratory Technician,874,2,R&D,3,4,Travel_Rarely,2818,1,10,986,62,5044,24,2,1,80,2,0,2
Research Scientist,875,1,R&D,2,3,Travel_Frequently,2515,1,8,1271,35,9068,14,5,0,80,2,2,2
Human Resources,878,4,HR,5,2,Travel_Rarely,2342,1,6,1278,77,8635,21,0,0,80,3,0,3
Sales Executive,879,3,Sales,5,3,Travel_Rarely,4194,2,5,141,98,14363,18,1,0,80,3,0,3
Manufacturing Director,880,14,R&D,17,2,Travel_Rarely,10685,3,17,607,66,23457,20,1,1,80,2,5,15
Research Scientist,881,2,R&D,10,3,Travel_Frequently,2022,1,10,130,96,16612,19,1,1,80,3,7,8
Laboratory Technician,882,0,R&D,3,3,Non-Travel,2314,1,4,300,61,9148,12,0,1,80,2,0,2
Sales Executive,885,2,Sales,5,2,Travel_Rarely,4256,2,5,583,87,18154,12,1,0,80,1,0,3
Research Scientist,887,2,R&D,4,3,Travel_Rarely,3580,1,7,1418,36,10554,16,2,1,80,2,0,2
Laboratory Technician,888,2,R&D,5,2,Non-Travel,3162,1,6,1269,46,10778,17,0,0,80,2,3,4
Sales Executive,889,8,Sales,10,3,Travel_Frequently,6524,2,10,379,48,8891,14,1,1,80,3,5,3
Sales Representative,893,2,Sales,2,2,Travel_Rarely,2899,1,3,395,98,12102,19,0,1,80,3,1,2
Laboratory Technician,894,3,R&D,5,4,Travel_Rarely,5231,2,17,1265,95,23726,13,2,1,80,1,1,3
Research Scientist,895,4,R&D,6,3,Travel_Rarely,2356,1,8,1222,48,14871,19,3,1,80,2,0,2
Sales Representative,896,2,Sales,3,2,Travel_Rarely,2800,1,5,341,48,23522,19,6,3,80,3,0,2
Sales Executive,897,0,Sales,2,3,Travel_Rarely,11836,4,28,868,73,22789,14,5,1,80,3,2,2
Manufacturing Director,899,10,R&D,13,2,Travel_Rarely,10903,3,16,672,78,9129,16,3,0,80,2,4,8
Sales Representative,900,4,Sales,5,3,Travel_Frequently,2973,1,10,1231,54,21222,15,5,1,80,3,0,0
Research Director,901,9,R&D,12,3,Travel_Rarely,14275,4,33,102,72,20206,18,6,0,80,0,3,8
Healthcare Representative,902,2,R&D,5,3,Travel_Frequently,5562,2,12,422,33,21782,13,4,1,80,2,2,2
Sales Executive,903,6,Sales,7,3,Travel_Rarely,4537,2,8,249,35,17783,22,0,1,80,2,7,7
Sales Executive,904,0,Sales,10,3,Non-Travel,7642,3,10,1252,32,4814,13,1,0,80,2,0,9
Manager,905,6,R&D,31,3,Non-Travel,17924,4,31,881,98,4544,11,1,1,80,3,14,7
Human Resources,909,4,HR,5,2,Travel_Rarely,5204,2,13,1383,42,7790,11,8,2,80,2,0,4
Human Resources,910,3,HR,4,3,Travel_Rarely,2277,1,7,1075,57,22650,11,3,1,80,4,0,3
Laboratory Technician,911,0,R&D,1,3,Travel_Rarely,2795,1,1,374,87,18016,24,1,0,80,2,0,1
Laboratory Technician,912,3,R&D,4,2,Travel_Rarely,2532,1,8,1086,62,6054,14,6,3,80,5,0,3
Research Scientist,913,7,R&D,8,3,Travel_Rarely,2559,1,8,661,61,7508,13,1,0,80,0,7,1
Sales Executive,916,2,Sales,4,3,Travel_Rarely,4908,2,4,821,98,24252,14,1,0,80,3,0,2
Laboratory Technician,918,0,R&D,1,2,Travel_Frequently,2380,1,3,781,57,13384,14,9,1,80,3,0,0
Manufacturing Director,920,0,R&D,1,3,Travel_Rarely,4765,2,4,177,55,23814,21,4,1,80,2,0,0
Sales Representative,922,2,Sales,2,2,Travel_Rarely,2044,1,2,500,49,22052,13,1,0,80,3,0,2
Research Scientist,923,0,R&D,1,3,Travel_Rarely,2693,1,1,1427,65,8870,19,1,0,80,3,0,0
Healthcare Representative,924,8,R&D,16,3,Travel_Rarely,6586,2,17,1425,68,4821,17,0,1,80,2,4,11
Sales Representative,925,2,Sales,3,2,Travel_Rarely,3294,1,3,1454,65,13137,18,1,0,80,3,1,2
Manufacturing Director,926,2,R&D,3,3,Travel_Rarely,4171,2,4,617,34,10022,19,0,1,80,3,0,2
Laboratory Technician,927,7,R&D,7,1,Travel_Rarely,2778,1,10,1085,57,17725,13,4,1,80,1,1,0
Research Scientist,930,2,R&D,2,3,Travel_Rarely,2377,1,6,995,77,9834,18,5,1,80,2,2,2
Laboratory Technician,932,2,R&D,2,3,Travel_Rarely,2404,1,8,1122,70,4303,21,7,0,80,2,2,2
Research Scientist,933,1,R&D,1,3,Travel_Rarely,2318,1,1,618,76,17808,19,1,0,80,2,0,0
Laboratory Technician,934,0,R&D,1,3,Travel_Rarely,2008,1,1,546,83,6896,14,1,2,80,3,1,0
Sales Executive,936,4,Sales,5,2,Travel_Rarely,6244,2,10,462,68,7824,17,7,0,80,6,0,3
Research Scientist,939,2,R&D,3,2,Travel_Rarely,2799,1,6,1198,100,3339,11,3,0,80,1,0,2
Healthcare Representative,940,0,R&D,6,2,Travel_Rarely,10552,3,24,1272,37,9255,13,2,1,80,3,0,4
Sales Representative,941,7,Sales,7,2,Travel_Rarely,2329,1,13,154,41,11737,15,3,0,80,2,5,2
Healthcare Representative,942,6,R&D,10,3,Travel_Rarely,4014,2,10,1137,51,19170,25,1,1,80,2,0,7
Laboratory Technician,944,9,R&D,26,3,Travel_Rarely,7403,3,29,527,51,22477,11,4,1,80,3,1,7
Research Scientist,945,0,R&D,0,3,Travel_Rarely,2259,1,13,1469,51,5543,17,4,2,80,2,0,0
Sales Executive,947,8,Sales,9,3,Non-Travel,6932,2,9,1188,45,24406,13,1,1,80,2,0,0
Research Scientist,949,2,R&D,6,3,Travel_Rarely,4678,1,8,188,65,23293,18,2,0,80,6,0,1
Research Director,950,12,R&D,15,3,Travel_Rarely,13582,3,15,1333,80,16292,13,1,1,80,3,5,11
Laboratory Technician,951,0,R&D,3,2,Non-Travel,2332,1,5,1184,70,3974,20,6,0,80,3,0,2
Sales Representative,952,0,Sales,1,2,Travel_Rarely,2413,1,1,867,36,18798,18,1,3,80,2,0,0
Sales Executive,954,0,Sales,1,2,Travel_Rarely,9705,3,11,658,67,20652,12,2,1,80,2,0,0
Sales Executive,956,7,Sales,7,2,Travel_Frequently,4294,2,7,1283,52,11148,12,1,0,80,2,0,7
Laboratory Technician,957,13,R&D,18,3,Travel_Rarely,4721,1,20,263,59,3119,13,2,0,80,3,2,17
Laboratory Technician,958,8,R&D,11,3,Travel_Rarely,2519,1,16,938,79,12287,21,4,0,80,6,3,9
Sales Representative,959,0,Sales,1,2,Travel_Rarely,2121,1,1,419,37,9947,13,1,0,80,3,0,0
Laboratory Technician,960,0,R&D,1,3,Travel_Rarely,2973,1,1,129,84,13008,19,1,0,80,2,0,0
Healthcare Representative,961,7,R&D,9,3,Travel_Rarely,5855,2,10,616,41,17369,11,0,2,80,2,8,5
Research Scientist,964,1,R&D,1,3,Travel_Frequently,3617,1,3,1469,35,25063,14,8,1,80,2,0,0
Manufacturing Director,966,7,R&D,8,3,Travel_Rarely,6725,2,8,498,93,13554,12,1,1,80,2,6,3
Sales Executive,967,7,Sales,16,2,Travel_Rarely,10325,3,16,530,51,5518,11,1,1,80,6,3,7
Healthcare Representative,969,0,R&D,5,2,Travel_Rarely,6949,2,6,1069,42,12291,14,0,0,80,3,1,4
Sales Executive,970,1,Sales,14,2,Travel_Rarely,10609,3,17,625,46,14922,11,5,0,80,2,11,7
Laboratory Technician,972,7,R&D,9,3,Non-Travel,4447,2,9,805,57,23163,12,1,0,80,5,0,8
Sales Representative,974,1,Sales,3,3,Travel_Frequently,2157,1,3,1404,84,18203,15,1,1,80,5,0,2
Sales Executive,975,2,Sales,5,3,Travel_Rarely,4601,2,5,1219,86,6179,16,1,0,80,3,1,0
Manager,976,8,R&D,9,3,Travel_Rarely,17099,4,26,1053,70,13829,15,2,1,80,2,7,8
Research Scientist,977,0,R&D,1,3,Travel_Rarely,2479,1,7,289,51,26227,24,4,0,80,4,0,0
Manager,981,13,Sales,17,3,Travel_Rarely,14852,4,22,1376,45,13938,13,6,1,80,3,15,2
Sales Executive,982,4,Sales,8,3,Travel_Rarely,7264,3,10,231,62,9977,11,5,1,80,2,7,7
Sales Executive,983,3,Sales,5,3,Non-Travel,5666,2,6,152,85,19899,13,1,0,80,1,1,3
Sales Executive,984,9,Sales,10,3,Travel_Rarely,7823,3,12,882,92,6812,13,6,1,80,2,0,8
Sales Executive,985,7,Sales,8,4,Travel_Rarely,7880,3,9,903,41,2560,18,0,0,80,3,0,7
Sales Executive,986,0,Sales,1,4,Non-Travel,13194,4,22,1479,100,17071,16,4,0,80,2,0,0
Manufacturing Director,987,10,R&D,19,4,Travel_Frequently,5067,2,20,1379,64,6759,19,1,0,80,3,2,7
Sales Executive,990,7,Sales,7,3,Non-Travel,5079,2,12,1229,84,25952,13,4,2,80,3,0,7
Research Scientist,991,2,R&D,3,2,Non-Travel,2321,1,4,335,46,10322,22,0,0,80,0,1,2
Manager,992,8,Sales,10,3,Non-Travel,17444,4,10,722,38,20489,11,1,0,80,2,6,0
Research Scientist,994,0,R&D,0,2,Travel_Rarely,2404,1,3,906,92,11479,20,6,0,80,5,0,0
Research Scientist,995,2,R&D,3,3,Travel_Rarely,3452,1,5,461,53,17241,18,3,0,80,4,0,2
Laboratory Technician,996,3,R&D,5,3,Travel_Rarely,2270,1,8,974,91,11005,14,3,2,80,2,0,2
Research Director,997,4,R&D,5,3,Travel_Rarely,17399,4,32,1126,66,6615,22,9,1,80,1,1,3
Healthcare Representative,998,5,R&D,6,4,Travel_Frequently,5488,2,6,827,84,20161,13,1,1,80,2,1,2
Research Director,999,16,R&D,18,3,Travel_Frequently,19419,5,21,840,64,3735,17,2,1,80,2,0,11
Laboratory Technician,1001,2,R&D,2,3,Travel_Rarely,2811,1,4,1134,37,12086,14,9,1,80,2,2,2
Laboratory Technician,1002,8,R&D,9,3,Non-Travel,3633,2,9,248,42,14039,15,1,1,80,2,0,8
Sales Executive,1003,0,Sales,9,3,Travel_Rarely,4163,2,9,955,83,8571,17,1,0,80,0,0,7
Research Scientist,1004,2,R&D,5,3,Travel_Rarely,2132,1,7,138,48,11539,11,4,0,80,2,0,1
Manufacturing Director,1005,11,R&D,12,3,Travel_Rarely,13973,4,22,939,95,4161,18,3,1,80,2,1,5
Research Scientist,1006,1,R&D,2,3,Travel_Frequently,2684,1,3,1391,66,12127,17,0,1,80,0,0,2
Manufacturing Director,1007,7,R&D,8,3,Travel_Rarely,10845,3,13,566,75,24208,13,6,1,80,3,0,7
Manufacturing Director,1009,2,R&D,4,2,Travel_Rarely,4377,2,5,1206,41,24117,15,1,2,80,6,3,2
Laboratory Technician,1010,2,R&D,4,2,Travel_Rarely,3743,1,5,622,39,10074,24,1,1,80,2,0,2
Manufacturing Director,1011,3,R&D,4,3,Travel_Frequently,4148,2,4,853,96,11275,12,1,1,80,1,0,3
Research Scientist,1012,0,R&D,0,3,Non-Travel,1051,1,0,287,73,13493,15,1,0,80,2,0,0
Manufacturing Director,1013,7,R&D,10,3,Travel_Rarely,10739,3,22,1441,56,13943,11,8,1,80,2,0,8
Healthcare Representative,1014,10,R&D,16,3,Travel_Rarely,10388,3,16,583,57,6975,11,1,1,80,3,10,1
Research Director,1015,7,R&D,8,4,Travel_Rarely,11416,3,9,153,73,17802,12,0,3,80,4,1,7
Research Scientist,1016,0,R&D,1,2,Travel_Rarely,2600,1,1,1097,98,18275,15,1,0,80,2,0,0
